model,description,finish,price
1150,"1/2"" dia. Pull - 6"" ctc",SPECIAL,136.8
1151,"1/2"" dia. Pull - 8"" ctc",605,118.4
1151,"1/2"" dia. Pull - 8"" ctc",613,118.4
1151,"1/2"" dia. Pull - 8"" ctc",613E,100.0
1151,"1/2"" dia. Pull - 8"" ctc",622,129.9
1151,"1/2"" dia. Pull - 8"" ctc",628,109.2
1151,"1/2"" dia. Pull - 8"" ctc",629,118.4
1151,"1/2"" dia. Pull - 8"" ctc",630,86.2
1151,"1/2"" dia. Pull - 8"" ctc",710CU,197.8
1151,"1/2"" dia. Pull - 8"" ctc",SPECIAL,146.0
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",605,238.0
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",613,238.0
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",613E,175.3
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",622,175.3
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",625,225.5
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",626,212.9
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",628,200.4
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",629,238.0
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",630,125.3
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",710CU,313.1
1191-1,"3/4"" dia. 90º Offset Pull - 8"" ctc",SPECIAL,275.0
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",605,264.1
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",613,264.1
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",613E,194.6
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",622,194.6
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",625,250.2
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",626,236.3
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",628,222.4
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",629,264.1
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",630,139.0
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",710CU,347.5
1191-2,"3/4"" dia. 90º Offset Pull - 10"" ctc",SPECIAL,285.0
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",605,314.4
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",613,314.4
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",613E,231.7
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",622,231.7
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",625,297.9
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",626,281.3
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",628,264.8
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",629,314.4
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",630,165.5
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",710CU,413.8
1191-3,"1"" dia. 90º Offset Pull - 10"" ctc",SPECIAL,350.0
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",605,255.5
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",613,255.5
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",613E,188.3
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",622,188.3
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",625,242.1
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",626,228.7
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",628,215.2
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",629,255.5
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",630,134.5
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",710CU,336.3
1191-3A,"1"" dia. 90º Offset Pull - 8"" ctc",SPECIAL,300.0
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",605,255.5
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",613,255.5
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",613E,188.3
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",622,188.3
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",625,242.1
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",626,228.7
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",628,215.2
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",629,255.5
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",630,134.5
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",710CU,336.3
1191-3B,"1"" dia. 90º Offset Pull - 9"" ctc",SPECIAL,300.0
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",605,340.6
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",613,340.6
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",613E,250.9
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",622,250.9
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",625,322.7
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",626,304.7
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",628,286.8
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",629,340.6
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",630,179.3
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",710CU,448.1
1191-4,"1"" dia. 90º Offset Pull - 12"" ctc",SPECIAL,400.0
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",605,790.9
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",613,790.9
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",613E,582.8
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",622,582.8
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",625,749.3
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",626,707.6
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",628,666.0
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",629,790.9
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",630,416.3
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",710CU,1040.6
1191-4J,"1-1/4"" dia. 90º Offset Pull - 12"" ctc",SPECIAL,800.0
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",605,462.6
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",613,462.6
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",613E,340.9
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",622,389.6
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",625,438.3
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",626,414.0
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",628,389.6
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",629,462.6
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",630,243.5
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",710CU,608.8
1191-5,"1"" dia. 90º Offset Pull - 18"" ctc",SPECIAL,500.0
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",605,812.7
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",613,812.7
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",613E,598.8
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",622,598.8
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",625,770.0
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",626,727.2
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",628,684.4
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",629,812.7
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",630,427.8
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",710CU,1069.4
1191-5J,"1-1/4"" dia. 90º Offset Pull - 18"" ctc",SPECIAL,900.0
1191E-3-4.BPVC,Offset Pull with Cool Touch Coating,SPECIAL,202.6
1193-1,"3/4"" dia. 3/4 Round Pull",605,141.4
1193-1,"3/4"" dia. 3/4 Round Pull",613,141.4
1193-1,"3/4"" dia. 3/4 Round Pull",613E,131.1
1193-1,"3/4"" dia. 3/4 Round Pull",622,170.4
1193-1,"3/4"" dia. 3/4 Round Pull",625,141.4
1193-1,"3/4"" dia. 3/4 Round Pull",626,138.0
1193-1,"3/4"" dia. 3/4 Round Pull",629,141.4
1193-1,"3/4"" dia. 3/4 Round Pull",630,111.5
1193-1,"3/4"" dia. 3/4 Round Pull",SPECIAL,177.1
1193-2,"3/4"" dia. 3/4 Round Pull",605,141.4
1193-2,"3/4"" dia. 3/4 Round Pull",613,141.4
1193-2,"3/4"" dia. 3/4 Round Pull",613E,140.3
1193-2,"3/4"" dia. 3/4 Round Pull",622,182.4
1193-2,"3/4"" dia. 3/4 Round Pull",625,141.4
1193-2,"3/4"" dia. 3/4 Round Pull",626,139.1
1193-2,"3/4"" dia. 3/4 Round Pull",629,141.4
1193-2,"3/4"" dia. 3/4 Round Pull",630,121.9
1193-2,"3/4"" dia. 3/4 Round Pull",SPECIAL,177.1
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",605,113.5
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",613,113.5
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",613E,105.0
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",622,103.9
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",625,113.5
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",626,113.5
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",628,99.3
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",629,113.5
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",630,56.8
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",710CU,187.3
1194-1,"3/4"" dia. Straight Pull - 6"" ctc",SPECIAL,127.05
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",605,117.0
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",613,117.0
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",613E,108.2
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",622,107.1
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",625,117.0
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",626,117.0
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",628,102.4
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",629,117.0
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",630,58.5
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",710CU,193.0
1194-2,"3/4"" dia. Straight Pull - 8"" ctc",SPECIAL,134.7
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",605,140.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",613,140.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",613E,129.5
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",622,128.1
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",625,140.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",626,140.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",628,122.5
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",629,140.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",630,70.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",710CU,231.0
1194-3,"3/4"" dia. Straight Pull - 10"" ctc",SPECIAL,146.75
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",605,161.5
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",613,161.5
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",613E,149.4
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",622,147.8
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",625,161.5
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",626,161.5
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",628,141.3
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",629,161.5
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",630,80.8
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",710CU,266.5
1194-4,"3/4"" dia. Straight Pull - 12"" ctc",SPECIAL,166.45
1194E-1-4.BPVC,Straight Pull with Cool Touch Coating,SPECIAL,182.0
1195-1,"1"" dia. Straight Pull - 8"" ctc",605,240.9
1195-1,"1"" dia. Straight Pull - 8"" ctc",613,240.9
1195-1,"1"" dia. Straight Pull - 8"" ctc",613E,219.0
1195-1,"1"" dia. Straight Pull - 8"" ctc",622,219.0
1195-1,"1"" dia. Straight Pull - 8"" ctc",625,235.4
1195-1,"1"" dia. Straight Pull - 8"" ctc",626,235.4
1195-1,"1"" dia. Straight Pull - 8"" ctc",628,235.4
1195-1,"1"" dia. Straight Pull - 8"" ctc",629,235.4
1195-1,"1"" dia. Straight Pull - 8"" ctc",630,109.5
1195-1,"1"" dia. Straight Pull - 8"" ctc",710CU,219.0
1195-1,"1"" dia. Straight Pull - 8"" ctc",SPECIAL,375.9
1195-2,"1"" dia. Straight Pull - 10"" ctc",605,230.5
1195-2,"1"" dia. Straight Pull - 10"" ctc",613,230.5
1195-2,"1"" dia. Straight Pull - 10"" ctc",613E,209.5
1195-2,"1"" dia. Straight Pull - 10"" ctc",622,209.5
1195-2,"1"" dia. Straight Pull - 10"" ctc",625,225.2
1195-2,"1"" dia. Straight Pull - 10"" ctc",626,225.2
1195-2,"1"" dia. Straight Pull - 10"" ctc",628,225.2
1195-2,"1"" dia. Straight Pull - 10"" ctc",629,225.2
1195-2,"1"" dia. Straight Pull - 10"" ctc",630,104.8
1195-2,"1"" dia. Straight Pull - 10"" ctc",710CU,209.5
1195-2,"1"" dia. Straight Pull - 10"" ctc",SPECIAL,417.9
1195-3,"1"" dia. Straight Pull - 12"" ctc",605,302.0
1195-3,"1"" dia. Straight Pull - 12"" ctc",613,302.0
1195-3,"1"" dia. Straight Pull - 12"" ctc",613E,274.5
1195-3,"1"" dia. Straight Pull - 12"" ctc",622,274.5
1195-3,"1"" dia. Straight Pull - 12"" ctc",625,295.1
1195-3,"1"" dia. Straight Pull - 12"" ctc",626,295.1
1195-3,"1"" dia. Straight Pull - 12"" ctc",628,295.1
1195-3,"1"" dia. Straight Pull - 12"" ctc",629,295.1
1195-3,"1"" dia. Straight Pull - 12"" ctc",630,137.3
1195-3,"1"" dia. Straight Pull - 12"" ctc",710CU,274.5
1195-3,"1"" dia. Straight Pull - 12"" ctc",SPECIAL,443.1
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",605,752.4
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",613,752.4
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",613E,684.0
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",622,684.0
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",625,735.3
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",626,735.3
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",628,735.3
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",629,735.3
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",630,342.0
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",710CU,684.0
1195-3J,"1-1/4"" dia. Straight Pull - 12"" ctc",SPECIAL,1123.5
1195-6,"1"" dia. Straight Pull - 18"" ctc",605,419.1
1195-6,"1"" dia. Straight Pull - 18"" ctc",613,419.1
1195-6,"1"" dia. Straight Pull - 18"" ctc",613E,381.0
1195-6,"1"" dia. Straight Pull - 18"" ctc",622,381.0
1195-6,"1"" dia. Straight Pull - 18"" ctc",625,409.6
1195-6,"1"" dia. Straight Pull - 18"" ctc",626,409.6
1195-6,"1"" dia. Straight Pull - 18"" ctc",628,409.6
1195-6,"1"" dia. Straight Pull - 18"" ctc",629,409.6
1195-6,"1"" dia. Straight Pull - 18"" ctc",630,190.5
1195-6,"1"" dia. Straight Pull - 18"" ctc",710CU,381.0
1195-6,"1"" dia. Straight Pull - 18"" ctc",SPECIAL,707.7
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",605,889.4
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",613,889.4
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",613E,808.5
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",622,808.5
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",625,869.1
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",626,869.1
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",628,869.1
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",629,869.1
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",630,404.3
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",710CU,808.5
1195-6J,"1-1/4"" dia. Straight Pull - 18"" ctc",SPECIAL,1329.3
1195E-1-4.BPVC,Straight Pull with Cool Touch Coating,SPECIAL,277.2
1198-1-12,"1-1/4"" dia. Grab Bar - 12""",710CU,326.5
1198-1-18,"1-1/4"" dia. Grab Bar - 18""",710CU,358.7
1198-1-24,"1-1/4"" dia. Grab Bar - 24""",710CU,388.6
1198-1-30,"1-1/4"" dia. Grab Bar - 30""",710CU,416.2
1198-1-36,"1-1/4"" dia. Grab Bar - 36""",710CU,443.8
1198-1-42,"1-1/4"" dia. Grab Bar - 42""",710CU,546.1
1198-1-48,"1-1/4"" dia. Grab Bar - 48""",710CU,631.2
1199-1,"1"" dia. 1/2 Round Straight Pulls",605,113.8
1199-1,"1"" dia. 1/2 Round Straight Pulls",613,113.8
1199-1,"1"" dia. 1/2 Round Straight Pulls",613E,113.8
1199-1,"1"" dia. 1/2 Round Straight Pulls",622,147.9
1199-1,"1"" dia. 1/2 Round Straight Pulls",625,113.8
1199-1,"1"" dia. 1/2 Round Straight Pulls",626,111.5
1199-1,"1"" dia. 1/2 Round Straight Pulls",629,113.8
1199-1,"1"" dia. 1/2 Round Straight Pulls",630,95.4
1199-1,"1"" dia. 1/2 Round Straight Pulls",SPECIAL,141.4
1199-2,,605,133.4
1199-2,,613,133.4
1199-2,,613E,133.4
1199-2,,622,173.4
1199-2,,625,133.4
1199-2,,626,129.9
1199-2,,629,133.4
1199-2,,630,117.3
1199-2,,SPECIAL,166.7
1200,Floor Stop,605,50.55
1200,Floor Stop,613,51.85
1200,Floor Stop,613E,51.7
1200,Floor Stop,622,70.75
1200,Floor Stop,625,60.25
1200,Floor Stop,626,42.5
1200,Floor Stop,SPECIAL,67.8
1201,Floor Stop,605,67.8
1201,Floor Stop,613,67.8
1201,Floor Stop,613E,51.7
1201,Floor Stop,622,70.75
1201,Floor Stop,625,67.8
1201,Floor Stop,626,42.5
1201,Floor Stop,SPECIAL,83.9
1201CK,Floor Stop,605,98.9
1201CK,Floor Stop,613,98.9
1201CK,Floor Stop,613E,98.9
1201CK,Floor Stop,622,128.6
1201CK,Floor Stop,625,98.9
1201CK,Floor Stop,626,92.0
1201CK,Floor Stop,SPECIAL,121.9
D1201000073,Rubber only: 1200 & 1201 (Grey),SPECIAL,2.7
1204,Base Stop,605,52.7
1204,Base Stop,613,57.5
1204,Base Stop,613E,49.4
1204,Base Stop,622,70.75
1204,Base Stop,625,60.25
1204,Base Stop,626,41.4
1204,Base Stop,SPECIAL,72.4
1205,Base Stop,605,57.5
1205,Base Stop,613,57.5
1205,Base Stop,613E,53.45
1205,Base Stop,622,70.75
1205,Base Stop,625,54.75
1205,Base Stop,626,38.3
1205,Base Stop,SPECIAL,72.4
D1201000073,Rubber only: 1204 & 1205 (Grey),SPECIAL,2.7
1206,Base Stop & Holder,605,88.5
1206,Base Stop & Holder,613,88.5
1206,Base Stop & Holder,613E,72.4
1206,Base Stop & Holder,622,116.9
1206,Base Stop & Holder,625,105.9
1206,Base Stop & Holder,626,77.2
1206,Base Stop & Holder,SPECIAL,109.2
1207,Base Stop & Holder,605,88.5
1207,Base Stop & Holder,613,88.5
1207,Base Stop & Holder,613E,72.4
1207,Base Stop & Holder,622,116.9
1207,Base Stop & Holder,625,105.9
1207,Base Stop & Holder,626,59.8
1207,Base Stop & Holder,SPECIAL,109.2
D1201000073,Rubber only: 1206 & 1207 (Grey),SPECIAL,2.7
1208,"Base Stop - 3-1/4"" Projection",605,29.2
1208,"Base Stop - 3-1/4"" Projection",613,30.2
1208,"Base Stop - 3-1/4"" Projection",613E,37.8
1208,"Base Stop - 3-1/4"" Projection",622,40.6
1208,"Base Stop - 3-1/4"" Projection",625,29.2
1208,"Base Stop - 3-1/4"" Projection",626,22.7
1208,"Base Stop - 3-1/4"" Projection",SPECIAL,34.5
D1208000073,Rubber only: 1208 (Grey),SPECIAL,2.7
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",605,100.0
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",613,100.0
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",613E,87.4
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",622,113.6
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",626,67.8
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",629,98.9
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",630,64.1
1209,"Heavy-Duty Floor Stop - 1-3/8"" Tall Rubber",SPECIAL,123.0
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",605,124.2
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",613,124.2
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",613E,113.8
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",622,147.9
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",626,86.2
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",629,124.2
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",630,86.2
1209-3,"Heavy-Duty Floor Stop - 3"" Tall Rubber",SPECIAL,155.2
1209W,Heavy-Duty Wall Stop,630,78.85
1209HA,Extra Heavy-Duty Floor Stop,630,133.4
1209HO,"Heavy-duty Floor Stop, Hold-Open",630,128.8
1209HOHA,Extra Heavy-Duty Floor Stop,630,541.5
1211,Cast Universal Dome Stop,605,21.2
1211,Cast Universal Dome Stop,613,22.0
1211,Cast Universal Dome Stop,613E,28.5
1211,Cast Universal Dome Stop,622,31.4
1211,Cast Universal Dome Stop,625,22.0
1211,Cast Universal Dome Stop,626,18.4
1211,Cast Universal Dome Stop,SPECIAL,33.3
D1211000073,Rubber only: 1211 (Grey),SPECIAL,3.0
W1211,Wrought Universal Dome Stop,605,19.5
W1211,Wrought Universal Dome Stop,613,20.4
W1211,Wrought Universal Dome Stop,613E,19.5
W1211,Wrought Universal Dome Stop,622,20.4
W1211,Wrought Universal Dome Stop,625,22.0
W1211,Wrought Universal Dome Stop,626,19.5
W1211,Wrought Universal Dome Stop,629,20.1
W1211,Wrought Universal Dome Stop,630,19.5
W1211,Wrought Universal Dome Stop,SPECIAL,33.3
D121000073,Rubber only: W1211 (Grey),SPECIAL,3.0
1211CL,Carpet Riser for Cast 1211,605,12.6
1211CL,Carpet Riser for Cast 1211,613,12.6
1211CL,Carpet Riser for Cast 1211,626,0.0
1211CL,Carpet Riser for Cast 1211,SPECIAL,16.1
1211CH,Carpet Riser for Cast 1211,605,13.8
1211CH,Carpet Riser for Cast 1211,613,13.8
1211CH,Carpet Riser for Cast 1211,626,0.0
1211CH,Carpet Riser for Cast 1211,SPECIAL,17.2
1214,"Floor Stop - 1-3/4"" high",605,57.5
1214,"Floor Stop - 1-3/4"" high",613,55.2
1214,"Floor Stop - 1-3/4"" high",613E,60.25
1214,"Floor Stop - 1-3/4"" high",622,62.15
1214,"Floor Stop - 1-3/4"" high",625,56.85
1214,"Floor Stop - 1-3/4"" high",626,39.25
1214,"Floor Stop - 1-3/4"" high",SPECIAL,72.4
1214H,"Floor Stop - 2-1/4"" high",605,64.4
1214H,"Floor Stop - 2-1/4"" high",613,60.9
1214H,"Floor Stop - 2-1/4"" high",613E,69.15
1214H,"Floor Stop - 2-1/4"" high",622,70.75
1214H,"Floor Stop - 2-1/4"" high",625,64.1
1214H,"Floor Stop - 2-1/4"" high",626,48.3
1214H,"Floor Stop - 2-1/4"" high",SPECIAL,80.5
1214CK,"Floor Stop - 2-1/4"" high",605,78.2
1214CK,"Floor Stop - 2-1/4"" high",613,69.0
1214CK,"Floor Stop - 2-1/4"" high",613E,66.7
1214CK,"Floor Stop - 2-1/4"" high",622,86.7
1214CK,"Floor Stop - 2-1/4"" high",625,77.0
1214CK,"Floor Stop - 2-1/4"" high",626,57.5
1214CK,"Floor Stop - 2-1/4"" high",SPECIAL,96.6
1214CK,"Floor Stop - 2-1/4"" high",SPECIAL,5.7
1214CK,x 1268CK Floor Stop & Anchor Plate,605,238.0
1214CK,x 1268CK Floor Stop & Anchor Plate,613,238.0
1214CK,x 1268CK Floor Stop & Anchor Plate,613E,213.9
1214CK,x 1268CK Floor Stop & Anchor Plate,622,278.1
1214CK,x 1268CK Floor Stop & Anchor Plate,625,238.0
1214CK,x 1268CK Floor Stop & Anchor Plate,626,186.3
1214CK,x 1268CK Floor Stop & Anchor Plate,SPECIAL,296.6
D1214CK0073,Rubber only: 1214 (Grey),SPECIAL,5.7
1215CKU,Universal Floor Stop,605,62.1
1215CKU,Universal Floor Stop,613,62.1
1215CKU,Universal Floor Stop,613E,55.2
1215CKU,Universal Floor Stop,622,71.8
1215CKU,Universal Floor Stop,625,62.1
1215CKU,Universal Floor Stop,626,48.3
1215CKU,Universal Floor Stop,SPECIAL,78.2
D1215000073,Rubber only: 1215CKU (Grey),SPECIAL,5.7
1217P,Angle Stop for Pair of Doors,605,77.0
1217P,Angle Stop for Pair of Doors,613,77.0
1217P,Angle Stop for Pair of Doors,613E,66.7
1217P,Angle Stop for Pair of Doors,622,86.7
1217P,Angle Stop for Pair of Doors,625,77.0
1217P,Angle Stop for Pair of Doors,626,57.5
1217P,Angle Stop for Pair of Doors,SPECIAL,77.0
1217S,Angle Stop for Single Door,605,77.0
1217S,Angle Stop for Single Door,613,77.0
1217S,Angle Stop for Single Door,613E,66.7
1217S,Angle Stop for Single Door,622,86.7
1217S,Angle Stop for Single Door,625,77.0
1217S,Angle Stop for Single Door,626,57.5
1217S,Angle Stop for Single Door,SPECIAL,77.0
1220-5,"Kickdown Door Holder - 5""",605,68.55
1220-5,"Kickdown Door Holder - 5""",613,66.85
1220-5,"Kickdown Door Holder - 5""",613E,92.1
1220-5,"Kickdown Door Holder - 5""",622,92.9
1220-5,"Kickdown Door Holder - 5""",625,73.5
1220-5,"Kickdown Door Holder - 5""",626,57.5
1220-5,"Kickdown Door Holder - 5""",SPECIAL,119.6
1221-4,"Kickdown Door Holder - 4""",605,28.7
1221-4,"Kickdown Door Holder - 4""",613,36.8
1221-4,"Kickdown Door Holder - 4""",613E,29.9
1221-4,"Kickdown Door Holder - 4""",622,38.9
1221-4,"Kickdown Door Holder - 4""",626,24.55
1221-4,"Kickdown Door Holder - 4""",SPECIAL,44.8
1221-4FF,"Kickdown Door Holder - 4""",605,63.2
1221-4FF,"Kickdown Door Holder - 4""",613,62.1
1221-4FF,"Kickdown Door Holder - 4""",613E,66.7
1221-4FF,"Kickdown Door Holder - 4""",622,81.85
